Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
-0.913061,-0.018878,0.018836,-0.406950,-0.067362,0.147810,0.252911,-0.845108,-0.324871,0.016895,-0.424224,-0.187007,0.216128,0.216580,-0.000845,0.000037,0.000016,-1.000000,0.038884,0.138377,0.300302,0.198156,0.128928,0.298412,0.197872,0.130614,0.380983,0.196200,0.128839,0.218784,0.039510,0.131162,0.299236,0.039766,0.141775,0.224127,-0.107286,0.137239,0.378423,-0.106259,0.150938,0.300414,-0.103337,0.173185,0.231180,0.039165,0.125972,0.380461
-0.913038,-0.018904,0.018965,-0.406994,-0.067098,0.147881,0.252980,-0.845273,-0.325960,0.016952,-0.423057,-0.186126,0.215878,0.216578,-0.000796,-0.000033,-0.000021,-1.000000,0.038858,0.138383,0.300274,0.198141,0.128947,0.298399,0.197866,0.130645,0.380967,0.196198,0.128890,0.218771,0.039510,0.131226,0.299227,0.039775,0.141925,0.224137,-0.107302,0.137273,0.378422,-0.106254,0.151024,0.300412,-0.103323,0.173365,0.231213,0.039158,0.125999,0.380455
-0.913056,-0.018841,0.019265,-0.406944,-0.066840,0.147902,0.253040,-0.845254,-0.327336,0.017143,-0.422021,-0.185180,0.215724,0.216604,-0.000773,-0.000024,-0.000028,-1.000000,0.038841,0.138391,0.300264,0.198114,0.128971,0.298394,0.197841,0.130659,0.380960,0.196176,0.128927,0.218768,0.039489,0.131283,0.299221,0.039763,0.142054,0.224151,-0.107322,0.137314,0.378412,-0.106271,0.151118,0.300417,-0.103337,0.173561,0.231261,0.039148,0.126034,0.380449
-0.912996,-0.018880,0.019217,-0.407079,-0.066593,0.148011,0.253141,-0.845361,-0.328588,0.017028,-0.420839,-0.184271,0.215520,0.216621,-0.000743,-0.000023,-0.000020,-1.000000,0.038835,0.138392,0.300245,0.198118,0.128991,0.298382,0.197831,0.130666,0.380933,0.196177,0.128970,0.218752,0.039486,0.131334,0.299200,0.039759,0.142140,0.224154,-0.107316,0.137349,0.378397,-0.106254,0.151240,0.300409,-0.103308,0.173769,0.231279,0.039147,0.126056,0.380428
-0.912937,-0.019037,0.019280,-0.407200,-0.066290,0.148084,0.253255,-0.845260,-0.330077,0.017021,-0.419876,-0.183303,0.215388,0.216711,-0.000795,-0.000015,-0.000024,-1.000000,0.038827,0.138417,0.300245,0.197930,0.129170,0.298594,0.197827,0.130651,0.380935,0.196153,0.128958,0.218751,0.039480,0.131335,0.299196,0.039753,0.142206,0.224153,-0.107328,0.137372,0.378405,-0.106248,0.151355,0.300416,-0.103293,0.173979,0.231348,0.039133,0.126042,0.380425
-0.912852,-0.019285,0.019187,-0.407384,-0.065956,0.148212,0.253386,-0.845371,-0.331325,0.016990,-0.418668,-0.182376,0.215173,0.216729,-0.000795,0.000062,0.000006,-1.000000,0.038859,0.138406,0.300253,0.197942,0.129159,0.298594,0.197846,0.130658,0.380926,0.196169,0.128932,0.218760,0.039484,0.131329,0.299193,0.039774,0.142206,0.224154,-0.107315,0.137395,0.378393,-0.106209,0.151495,0.300437,-0.103223,0.174212,0.231410,0.039142,0.126032,0.380416
-0.912691,-0.019550,0.018526,-0.407762,-0.065757,0.148464,0.253564,-0.845717,-0.332860,0.016151,-0.416780,-0.181370,0.215148,0.216729,-0.000782,0.000059,0.000009,-1.000000,0.038858,0.138404,0.300254,0.197949,0.129151,0.298585,0.197848,0.130641,0.380940,0.196171,0.128898,0.218760,0.039496,0.131294,0.299187,0.039779,0.142192,0.224163,-0.107304,0.137304,0.378551,-0.106167,0.151678,0.300462,-0.103155,0.174483,0.231478,0.039148,0.126012,0.380418
-0.912605,-0.019416,0.018844,-0.407946,-0.065489,0.148640,0.253678,-0.846079,-0.334587,0.016063,-0.414661,-0.180389,0.214924,0.216473,-0.000749,0.000053,0.000002,-1.000000,0.038879,0.138387,0.300246,0.197984,0.129151,0.298569,0.197870,0.130647,0.380937,0.196208,0.128830,0.218753,0.039522,0.131293,0.299189,0.039822,0.142271,0.224165,-0.107280,0.137317,0.378536,-0.106116,0.151810,0.300475,-0.103064,0.174759,0.231488,0.039167,0.126005,0.380400
-0.912528,-0.019370,0.019067,-0.408111,-0.065240,0.148788,0.253784,-0.845820,-0.335594,0.015707,-0.414389,-0.179586,0.214780,0.216834,-0.000722,0.000048,-0.000005,-1.000000,0.038884,0.138362,0.300243,0.197995,0.129141,0.298571,0.197883,0.130635,0.380946,0.196224,0.128834,0.218745,0.039528,0.131317,0.299194,0.039842,0.142386,0.224157,-0.107259,0.137456,0.378377,-0.106088,0.151910,0.300488,-0.103020,0.175005,0.231537,0.039161,0.125998,0.380399
-0.912452,-0.019445,0.019076,-0.408275,-0.065006,0.148953,0.253873,-0.845204,-0.336841,0.015827,-0.414629,-0.178787,0.214540,0.217230,-0.000738,0.000052,-0.000005,-1.000000,0.038897,0.138367,0.300235,0.198005,0.129124,0.298561,0.197892,0.130633,0.380946,0.196244,0.128920,0.218716,0.039542,0.131367,0.299186,0.039864,0.142471,0.224158,-0.107242,0.137513,0.378363,-0.106038,0.152065,0.300508,-0.102926,0.175341,0.231588,0.039160,0.126008,0.380399
-0.912357,-0.019357,0.019315,-0.408482,-0.064831,0.149122,0.253974,-0.845198,-0.338335,0.015521,-0.413436,-0.177911,0.214376,0.217344,-0.000513,0.000034,0.000041,-1.000000,0.038859,0.138243,0.300237,0.198192,0.128970,0.298352,0.197870,0.130626,0.380941,0.196242,0.128942,0.218707,0.039536,0.131402,0.299182,0.039862,0.142601,0.224159,-0.107251,0.137523,0.378354,-0.106015,0.152203,0.300532,-0.102861,0.175640,0.231655,0.039145,0.126024,0.380395
-0.912261,-0.019238,0.019548,-0.408689,-0.064662,0.149316,0.254056,-0.845237,-0.339904,0.015104,-0.412082,-0.177001,0.214179,0.217422,-0.000505,0.000026,0.000029,-1.000000,0.038852,0.138229,0.300223,0.198192,0.128965,0.298325,0.197859,0.130627,0.380930,0.196254,0.128909,0.218679,0.039529,0.131463,0.299174,0.039889,0.142784,0.224165,-0.107243,0.137542,0.378336,-0.105997,0.152362,0.300536,-0.102820,0.175946,0.231689,0.039144,0.126026,0.380380
-0.912156,-0.019079,0.019698,-0.408925,-0.064555,0.149533,0.254151,-0.845118,-0.341505,0.014641,-0.411019,-0.176076,0.214056,0.217625,-0.000748,0.000042,-0.000004,-1.000000,0.038845,0.138354,0.300207,0.198180,0.128952,0.298305,0.197835,0.130622,0.380922,0.196239,0.128929,0.218669,0.039529,0.131522,0.299162,0.039879,0.142917,0.224175,-0.107268,0.137575,0.378319,-0.105988,0.152531,0.300552,-0.102755,0.176147,0.231717,0.039123,0.126037,0.380377
-0.912053,-0.018975,0.019611,-0.409163,-0.064475,0.149784,0.254236,-0.845130,-0.342993,0.013931,-0.409778,-0.175188,0.213881,0.217807,-0.000709,-0.000010,-0.000031,-1.000000,0.038822,0.138356,0.300178,0.198171,0.128965,0.298284,0.197825,0.130638,0.380909,0.196223,0.128986,0.218656,0.039511,0.131567,0.299142,0.039882,0.143027,0.224162,-0.107265,0.137626,0.378295,-0.105980,0.152717,0.300584,-0.102699,0.176433,0.231805,0.039117,0.126055,0.380361
-0.911973,-0.018834,0.019531,-0.409352,-0.064452,0.150008,0.254309,-0.844766,-0.344766,0.013117,-0.409066,-0.174233,0.213830,0.218173,-0.000488,-0.000024,0.000009,-1.000000,0.038785,0.138259,0.300179,0.198147,0.128978,0.298295,0.197808,0.130653,0.380907,0.196203,0.129014,0.218659,0.039502,0.131618,0.299137,0.039870,0.143159,0.224180,-0.107289,0.137636,0.378314,-0.105987,0.152844,0.300614,-0.102673,0.176641,0.231862,0.039101,0.126075,0.380357
-0.911877,-0.018595,0.019518,-0.409577,-0.064444,0.150258,0.254383,-0.844793,-0.346236,0.012400,-0.407788,-0.173333,0.213598,0.218390,-0.000490,-0.000027,0.000001,-1.000000,0.038792,0.138264,0.300182,0.197978,0.129147,0.298502,0.197810,0.130659,0.380899,0.196194,0.128997,0.218665,0.039509,0.131669,0.299140,0.039882,0.143325,0.224212,-0.107286,0.137649,0.378322,-0.105981,0.152924,0.300645,-0.102657,0.176823,0.231912,0.039117,0.126098,0.380360
-0.911807,-0.018499,0.019453,-0.409740,-0.064429,0.150461,0.254458,-0.844890,-0.347629,0.011618,-0.406424,-0.172452,0.213320,0.218631,-0.000782,0.000049,0.000005,-1.000000,0.038839,0.138385,0.300217,0.197980,0.129142,0.298524,0.197825,0.130639,0.380911,0.196199,0.129036,0.218691,0.039517,0.131755,0.299170,0.039876,0.143521,0.224276,-0.107291,0.137656,0.378363,-0.105977,0.153017,0.300698,-0.102664,0.177042,0.231977,0.039130,0.126114,0.380375
-0.911760,-0.018500,0.019221,-0.409857,-0.064412,0.150665,0.254517,-0.844994,-0.349185,0.011030,-0.404887,-0.171527,0.213066,0.218795,-0.000780,0.000057,0.000010,-1.000000,0.038863,0.138375,0.300244,0.198019,0.129144,0.298559,0.197848,0.130632,0.380940,0.196203,0.129128,0.218732,0.039531,0.131847,0.299190,0.039902,0.143732,0.224329,-0.107283,0.137669,0.378397,-0.105965,0.153167,0.300765,-0.102641,0.177266,0.232064,0.039155,0.126154,0.380401
-0.911704,-0.018631,0.018793,-0.409995,-0.064413,0.150887,0.254581,-0.845019,-0.350639,0.010067,-0.403602,-0.170605,0.212815,0.219110,-0.000528,0.000030,0.000041,-1.000000,0.038847,0.138245,0.300281,0.198020,0.129142,0.298577,0.197868,0.130623,0.380968,0.196205,0.129240,0.218779,0.039538,0.131991,0.299240,0.039918,0.143984,0.224385,-0.107294,0.137704,0.378460,-0.105973,0.153302,0.300843,-0.102665,0.177511,0.232171,0.039155,0.126187,0.380423
-0.911643,-0.018847,0.018230,-0.410146,-0.064406,0.151123,0.254628,-0.845151,-0.352125,0.009296,-0.402047,-0.169675,0.212540,0.219301,-0.000774,0.000041,0.000003,-1.000000,0.038885,0.138366,0.300290,0.198047,0.129165,0.298589,0.197889,0.130638,0.380971,0.196213,0.129377,0.218797,0.039556,0.132141,0.299256,0.039965,0.144332,0.224444,-0.107279,0.137719,0.378473,-0.105958,0.153438,0.300879,-0.102682,0.177759,0.232252,0.039176,0.126241,0.380434
-0.911566,-0.019121,0.017686,-0.410329,-0.064406,0.151361,0.254673,-0.845120,-0.353599,0.008444,-0.400835,-0.168771,0.212313,0.219607,-0.000794,0.000045,0.000005,-1.000000,0.038895,0.138374,0.300303,0.198071,0.129192,0.298595,0.197895,0.130637,0.380985,0.196208,0.129512,0.218814,0.039574,0.132342,0.299279,0.039979,0.144676,0.224499,-0.107282,0.137719,0.378494,-0.105962,0.153542,0.300925,-0.102720,0.177972,0.232314,0.039185,0.126286,0.380443
-0.911469,-0.019385,0.017188,-0.410551,-0.064398,0.151627,0.254717,-0.845334,-0.355089,0.007845,-0.399075,-0.167803,0.212001,0.219756,-0.000549,0.000026,0.000032,-1.000000,0.038880,0.138254,0.300308,0.198081,0.129216,0.298592,0.197896,0.130645,0.380973,0.196208,0.129666,0.218833,0.039591,0.132568,0.299296,0.039982,0.145128,0.224547,-0.107293,0.137726,0.378514,-0.105971,0.153660,0.300942,-0.102727,0.178179,0.232370,0.039193,0.126347,0.380448
-0.911321,-0.019551,0.016843,-0.410888,-0.064423,0.151914,0.254777,-0.845377,-0.356646,0.007195,-0.397604,-0.166874,0.211744,0.219955,-0.000532,0.000032,0.000041,-1.000000,0.038869,0.138258,0.300302,0.198081,0.129239,0.298588,0.197893,0.130649,0.380962,0.196184,0.129839,0.218844,0.039582,0.132815,0.299304,0.039954,0.145557,0.224607,-0.107315,0.137722,0.378523,-0.106008,0.153774,0.300961,-0.102751,0.178385,0.232443,0.039179,0.126410,0.380443
-0.911145,-0.019641,0.016653,-0.411281,-0.064438,0.152233,0.254832,-0.845475,-0.358114,0.006530,-0.396085,-0.165921,0.211472,0.220152,-0.000539,0.000036,0.000032,-1.000000,0.038861,0.138264,0.300279,0.198073,0.129265,0.298550,0.197882,0.130646,0.380941,0.196176,0.130004,0.218828,0.039592,0.133047,0.299293,0.039945,0.145899,0.224641,-0.107332,0.137711,0.378499,-0.106033,0.153892,0.300962,-0.102761,0.178564,0.232490,0.039164,0.126468,0.380424
-0.910912,-0.019784,0.016355,-0.411802,-0.064460,0.152592,0.254924,-0.845569,-0.359581,0.005948,-0.394561,-0.164986,0.211187,0.220338,-0.000519,0.000048,0.000035,-1.000000,0.038849,0.138259,0.300257,0.198069,0.129291,0.298534,0.197874,0.130645,0.380917,0.196158,0.130163,0.218814,0.039589,0.133266,0.299279,0.039955,0.146211,0.224663,-0.107361,0.137713,0.378482,-0.106056,0.154035,0.300966,-0.102785,0.178767,0.232546,0.039143,0.126517,0.380402
-0.910692,-0.019916,0.016126,-0.412291,-0.064456,0.152938,0.254993,-0.845621,-0.361290,0.005511,-0.392893,-0.163981,0.210974,0.220441,-0.000517,-0.000008,0.000025,-1.000000,0.038828,0.138264,0.300218,0.198079,0.129296,0.298507,0.197872,0.130644,0.380897,0.196165,0.130325,0.218794,0.039613,0.133478,0.299261,0.039968,0.146523,0.224669,-0.107356,0.137706,0.378458,-0.106050,0.154163,0.300975,-0.102779,0.179032,0.232595,0.039137,0.126566,0.380379
-0.910497,-0.020109,0.015811,-0.412724,-0.064449,0.153257,0.255066,-0.845640,-0.362848,0.004865,-0.391421,-0.163025,0.210755,0.220644,-0.000461,-0.000018,0.000013,-1.000000,0.038818,0.138237,0.300210,0.198071,0.129314,0.298510,0.197862,0.130639,0.380896,0.196166,0.130487,0.218780,0.039617,0.133657,0.299257,0.039995,0.146848,0.224702,-0.107363,0.137704,0.378437,-0.106051,0.154315,0.300992,-0.102809,0.179294,0.232657,0.039131,0.126604,0.380369
-0.910282,-0.020224,0.015556,-0.413203,-0.064451,0.153611,0.255149,-0.845513,-0.364313,0.004334,-0.390340,-0.162103,0.210575,0.220951,-0.000520,-0.000014,0.000010,-1.000000,0.038823,0.138261,0.300200,0.198073,0.129312,0.298484,0.197864,0.130627,0.380903,0.196189,0.130660,0.218771,0.039649,0.133830,0.299262,0.040040,0.147173,0.224735,-0.107350,0.137715,0.378411,-0.106027,0.154453,0.301006,-0.102805,0.179601,0.232701,0.039131,0.126637,0.380357
-0.910077,-0.020388,0.015231,-0.413656,-0.064463,0.153939,0.255260,-0.845502,-0.365951,0.003946,-0.388832,-0.161159,0.210379,0.221113,-0.000506,-0.000025,0.000015,-1.000000,0.038812,0.138246,0.300217,0.198065,0.129315,0.298515,0.197857,0.130621,0.380927,0.196207,0.130834,0.218785,0.039649,0.133984,0.299303,0.040053,0.147494,0.224783,-0.107350,0.137678,0.378420,-0.106006,0.154582,0.301050,-0.102830,0.179876,0.232762,0.039113,0.126661,0.380369
-0.909884,-0.020426,0.015146,-0.414083,-0.064472,0.154267,0.255368,-0.845343,-0.367497,0.003290,-0.387724,-0.160208,0.210211,0.221444,-0.000490,0.000033,0.000041,-1.000000,0.038827,0.138224,0.300245,0.198068,0.129330,0.298522,0.197862,0.130620,0.380947,0.196238,0.131030,0.218803,0.039647,0.134137,0.299344,0.040061,0.147920,0.224851,-0.107343,0.137703,0.378407,-0.105975,0.154691,0.301094,-0.102838,0.180146,0.232825,0.039124,0.126710,0.380391
-0.909711,-0.020596,0.014837,-0.414465,-0.064489,0.154572,0.255470,-0.845037,-0.369051,0.002703,-0.386919,-0.159284,0.210108,0.221811,-0.000535,0.000052,0.000035,-1.000000,0.038830,0.138247,0.300268,0.198067,0.129326,0.298548,0.197857,0.130626,0.380978,0.196254,0.131277,0.218786,0.039644,0.134283,0.299387,0.040097,0.148337,0.224929,-0.107342,0.137703,0.378425,-0.105976,0.154819,0.301147,-0.102856,0.180366,0.232892,0.039105,0.126762,0.380412
-0.909567,-0.020793,0.014544,-0.414782,-0.064481,0.154855,0.255531,-0.844762,-0.370617,0.002155,-0.386025,-0.158333,0.209979,0.222147,-0.000465,0.000044,0.000019,-1.000000,0.038834,0.138215,0.300261,0.198076,0.129337,0.298544,0.197865,0.130624,0.380970,0.196289,0.131477,0.218772,0.039647,0.134410,0.299388,0.040159,0.148703,0.224946,-0.107343,0.137726,0.378430,-0.105961,0.154924,0.301158,-0.102854,0.180551,0.232935,0.039102,0.126798,0.380419
-0.909419,-0.020983,0.014276,-0.415107,-0.064485,0.155131,0.255600,-0.844401,-0.371576,0.001433,-0.385896,-0.157536,0.209663,0.222839,-0.000479,0.000018,0.000009,-1.000000,0.038825,0.138225,0.300246,0.198079,0.129355,0.298523,0.197871,0.130630,0.380956,0.196296,0.131660,0.218762,0.039635,0.134559,0.299385,0.040201,0.149009,0.224961,-0.107338,0.137721,0.378423,-0.105962,0.155045,0.301182,-0.102874,0.180762,0.233008,0.039102,0.126839,0.380405
-0.909304,-0.021182,0.014055,-0.415356,-0.064466,0.155390,0.255645,-0.843867,-0.373119,0.000545,-0.385579,-0.156586,0.209643,0.223367,-0.000736,0.000049,-0.000031,-1.000000,0.038861,0.138363,0.300224,0.198113,0.129378,0.298497,0.197886,0.130649,0.380928,0.196297,0.131851,0.218752,0.039649,0.134689,0.299362,0.040239,0.149296,0.224994,-0.107333,0.137748,0.378413,-0.105932,0.155168,0.301184,-0.102877,0.180965,0.233070,0.039119,0.126887,0.380383
-0.909198,-0.021521,0.013738,-0.415581,-0.064442,0.155636,0.255702,-0.843191,-0.374437,-0.000705,-0.385778,-0.155555,0.209978,0.223998,-0.000735,0.000044,-0.000022,-1.000000,0.038853,0.138377,0.300216,0.198105,0.129398,0.298488,0.197881,0.130657,0.380923,0.196280,0.131988,0.218747,0.039636,0.134817,0.299370,0.040223,0.149573,0.225031,-0.107347,0.137758,0.378419,-0.105938,0.155266,0.301214,-0.102875,0.181185,0.233148,0.039118,0.126939,0.380377
-0.909109,-0.021836,0.013377,-0.415771,-0.064409,0.155876,0.255752,-0.842940,-0.376128,-0.001519,-0.384679,-0.154566,0.209929,0.224320,-0.000693,-0.000010,-0.000046,-1.000000,0.038839,0.138373,0.300192,0.198098,0.129424,0.298467,0.197877,0.130664,0.380907,0.196283,0.132105,0.218752,0.039642,0.134958,0.299363,0.040224,0.149810,0.225067,-0.107359,0.137791,0.378423,-0.105926,0.155373,0.301234,-0.102858,0.181387,0.233222,0.039121,0.126964,0.380363
-0.909008,-0.022148,0.013049,-0.415984,-0.064383,0.156084,0.255829,-0.842906,-0.377685,-0.002064,-0.383222,-0.153640,0.209789,0.224515,-0.000676,-0.000012,-0.000046,-1.000000,0.038831,0.138365,0.300203,0.198098,0.129415,0.298470,0.197876,0.130657,0.380902,0.196265,0.132185,0.218768,0.039636,0.135039,0.299380,0.040208,0.149967,0.225097,-0.107369,0.137785,0.378455,-0.105926,0.155465,0.301270,-0.102850,0.181623,0.233315,0.039112,0.126985,0.380376
-0.908914,-0.022428,0.012734,-0.416185,-0.064338,0.156296,0.255903,-0.842777,-0.379041,-0.002739,-0.382161,-0.152744,0.209679,0.224851,-0.000735,0.000063,-0.000019,-1.000000,0.038863,0.138370,0.300229,0.198103,0.129425,0.298486,0.197878,0.130654,0.380912,0.196257,0.132245,0.218781,0.039644,0.135107,0.299391,0.040216,0.150108,0.225137,-0.107379,0.137776,0.378468,-0.105905,0.155557,0.301307,-0.102878,0.181973,0.233430,0.039124,0.126985,0.380379
-0.908841,-0.022568,0.012566,-0.416342,-0.064318,0.156484,0.255986,-0.842718,-0.380353,-0.003374,-0.380981,-0.151851,0.209510,0.225181,-0.000735,0.000051,-0.000022,-1.000000,0.038848,0.138364,0.300246,0.198108,0.129420,0.298493,0.197876,0.130646,0.380928,0.196253,0.132285,0.218797,0.039633,0.135153,0.299401,0.040198,0.150242,0.225195,-0.107393,0.137811,0.378501,-0.105905,0.155609,0.301338,-0.102865,0.182205,0.233541,0.039115,0.126995,0.380399
-0.908767,-0.022575,0.012561,-0.416503,-0.064293,0.156685,0.256068,-0.842422,-0.381661,-0.004213,-0.380318,-0.150982,0.209443,0.225664,-0.000737,0.000051,-0.000004,-1.000000,0.038848,0.138373,0.300254,0.198098,0.129428,0.298515,0.197875,0.130663,0.380930,0.196251,0.132334,0.218812,0.039646,0.135213,0.299416,0.040209,0.150365,0.225227,-0.107401,0.137826,0.378512,-0.105879,0.155688,0.301365,-0.102827,0.182441,0.233613,0.039115,0.127015,0.380402
-0.908786,-0.021747,0.013169,-0.416487,-0.064476,0.156777,0.256128,-0.842486,-0.382917,-0.004612,-0.378907,-0.150083,0.209252,0.225889,-0.000526,0.000034,0.000010,-1.000000,0.038825,0.138263,0.300275,0.198092,0.129433,0.298522,0.197867,0.130655,0.380951,0.196249,0.132378,0.218830,0.039636,0.135260,0.299441,0.040197,0.150461,0.225266,-0.107410,0.137814,0.378536,-0.105892,0.155722,0.301410,-0.102809,0.182626,0.233701,0.039114,0.127012,0.380421
-0.908745,-0.021556,0.013311,-0.416582,-0.064458,0.156940,0.256203,-0.842523,-0.383915,-0.005216,-0.377806,-0.149247,0.209075,0.226228,-0.000543,0.000033,0.000021,-1.000000,0.038832,0.138265,0.300288,0.198105,0.129441,0.298534,0.197881,0.130654,0.380964,0.196246,0.132389,0.218838,0.039642,0.135287,0.299451,0.040219,0.150555,0.225298,-0.107413,0.137804,0.378551,-0.105880,0.155765,0.301445,-0.102744,0.182742,0.233791,0.039112,0.127015,0.380429
-0.908741,-0.021132,0.013730,-0.416599,-0.064463,0.157060,0.256276,-0.842561,-0.385052,-0.005546,-0.376557,-0.148376,0.208889,0.226481,-0.000534,0.000034,0.000036,-1.000000,0.038831,0.138249,0.300308,0.198101,0.129423,0.298556,0.197873,0.130637,0.380982,0.196236,0.132399,0.218849,0.039645,0.135292,0.299469,0.040216,0.150577,0.225313,-0.107410,0.137792,0.378571,-0.105882,0.155813,0.301491,-0.102726,0.182875,0.233859,0.039113,0.126998,0.380448
-0.908740,-0.020725,0.013997,-0.416613,-0.064462,0.157190,0.256329,-0.842671,-0.385808,-0.006129,-0.375526,-0.147584,0.208676,0.226833,-0.000557,0.000034,0.000038,-1.000000,0.038841,0.138249,0.300302,0.198110,0.129419,0.298550,0.197886,0.130638,0.380980,0.196256,0.132406,0.218851,0.039662,0.135317,0.299471,0.040225,0.150618,0.225321,-0.107403,0.137766,0.378562,-0.105852,0.155844,0.301517,-0.102696,0.182949,0.233893,0.039122,0.127003,0.380454
-0.908772,-0.020264,0.014307,-0.416555,-0.064468,0.157292,0.256360,-0.842650,-0.386835,-0.006626,-0.374506,-0.146747,0.208511,0.227153,-0.000557,0.000035,0.000043,-1.000000,0.038843,0.138241,0.300289,0.198114,0.129407,0.298538,0.197881,0.130625,0.380973,0.196254,0.132402,0.218832,0.039654,0.135322,0.299461,0.040229,0.150632,0.225313,-0.107394,0.137764,0.378545,-0.105826,0.155850,0.301524,-0.102682,0.183055,0.233902,0.039122,0.126983,0.380444
-0.908972,-0.019526,0.015403,-0.416114,-0.064368,0.157219,0.256293,-0.842819,-0.387723,-0.006923,-0.373200,-0.145930,0.208318,0.227343,-0.000550,-0.000036,0.000008,-1.000000,0.038825,0.138251,0.300252,0.198120,0.129411,0.298518,0.197881,0.130625,0.380952,0.196266,0.132404,0.218802,0.039667,0.135340,0.299438,0.040246,0.150662,0.225286,-0.107386,0.137769,0.378516,-0.105798,0.155909,0.301505,-0.102643,0.183142,0.233897,0.039126,0.126987,0.380411
-0.909028,-0.019044,0.015625,-0.416007,-0.064373,0.157307,0.256310,-0.842792,-0.388539,-0.007359,-0.372404,-0.145146,0.208177,0.227697,-0.000529,-0.000039,0.000006,-1.000000,0.038814,0.138248,0.300231,0.198114,0.129426,0.298498,0.197876,0.130640,0.380938,0.196269,0.132423,0.218775,0.039658,0.135347,0.299422,0.040249,0.150675,0.225266,-0.107385,0.137786,0.378491,-0.105785,0.155945,0.301512,-0.102620,0.183240,0.233895,0.039121,0.126997,0.380407
-0.909089,-0.018628,0.015815,-0.415886,-0.064362,0.157374,0.256315,-0.842618,-0.389395,-0.007837,-0.371893,-0.144357,0.208117,0.228119,-0.000535,-0.000034,0.000007,-1.000000,0.038814,0.138259,0.300214,0.198107,0.129414,0.298475,0.197870,0.130641,0.380924,0.196271,0.132418,0.218755,0.039657,0.135359,0.299404,0.040257,0.150693,0.225248,-0.107375,0.137796,0.378461,-0.105756,0.155995,0.301499,-0.102591,0.183322,0.233897,0.039114,0.126995,0.380388
-0.909001,-0.018554,0.014973,-0.416111,-0.064454,0.157608,0.256411,-0.842708,-0.390234,-0.008120,-0.370802,-0.143564,0.207941,0.228360,-0.000513,-0.000029,0.000004,-1.000000,0.038807,0.138243,0.300210,0.198092,0.129408,0.298477,0.197865,0.130632,0.380930,0.196266,0.132367,0.218752,0.039644,0.135332,0.299405,0.040251,0.150646,0.225244,-0.107378,0.137813,0.378446,-0.105755,0.156014,0.301528,-0.102563,0.183373,0.233920,0.039109,0.126980,0.380387
-0.909009,-0.018852,0.014618,-0.416094,-0.064241,0.157733,0.256425,-0.842665,-0.391125,-0.008473,-0.369952,-0.142726,0.207830,0.228683,-0.000573,0.000038,0.000033,-1.000000,0.038833,0.138257,0.300223,0.198103,0.129399,0.298475,0.197873,0.130622,0.380928,0.196278,0.132338,0.218744,0.039660,0.135304,0.299393,0.040267,0.150610,0.225235,-0.107363,0.137821,0.378440,-0.105721,0.156105,0.301531,-0.102517,0.183486,0.233943,0.039119,0.126976,0.380377
-0.909079,-0.018546,0.014617,-0.415953,-0.064225,0.157773,0.256433,-0.842595,-0.391985,-0.008800,-0.369194,-0.141960,0.207713,0.229003,-0.000740,0.000056,-0.000016,-1.000000,0.038850,0.138348,0.300218,0.198108,0.129403,0.298475,0.197867,0.130609,0.380932,0.196277,0.132299,0.218749,0.039654,0.135284,0.299393,0.040271,0.150568,0.225232,-0.107360,0.137863,0.378449,-0.105701,0.156170,0.301571,-0.102480,0.183563,0.233969,0.039123,0.126968,0.380374
-0.909129,-0.018433,0.014344,-0.415860,-0.064182,0.157834,0.256429,-0.842502,-0.392834,-0.009141,-0.368495,-0.141182,0.207641,0.229345,-0.000476,0.000046,0.000034,-1.000000,0.038843,0.138237,0.300215,0.198108,0.129410,0.298469,0.197878,0.130641,0.380926,0.196285,0.132300,0.218747,0.039664,0.135269,0.299381,0.040281,0.150557,0.225221,-0.107349,0.137918,0.378441,-0.105660,0.156268,0.301587,-0.102412,0.183679,0.233986,0.039128,0.126985,0.380371
-0.909188,-0.018253,0.014193,-0.415742,-0.064163,0.157868,0.256438,-0.842418,-0.393721,-0.009580,-0.367727,-0.140391,0.207557,0.229682,-0.000708,0.000061,-0.000006,-1.000000,0.038869,0.138365,0.300219,0.198118,0.129419,0.298483,0.197891,0.130644,0.380932,0.196283,0.132272,0.218762,0.039663,0.135245,0.299377,0.040282,0.150528,0.225232,-0.107340,0.137967,0.378452,-0.105601,0.156339,0.301637,-0.102366,0.183815,0.234027,0.039131,0.126988,0.380371
-0.909211,-0.018142,0.014109,-0.415700,-0.064109,0.157911,0.256452,-0.842152,-0.394561,-0.009980,-0.367428,-0.139632,0.207522,0.230134,-0.000417,0.000040,0.000008,-1.000000,0.038867,0.138221,0.300229,0.198133,0.129394,0.298480,0.197913,0.130644,0.380937,0.196298,0.132235,0.218767,0.039686,0.135210,0.299380,0.040302,0.150488,0.225235,-0.107318,0.137985,0.378470,-0.105563,0.156400,0.301673,-0.102293,0.183925,0.234058,0.039150,0.126975,0.380379
